uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid,maneuver_type,maneuver_type_id,thrust_profile,estimated_delta_v,delta_v_min,delta_v_max,duration_min,duration_max,P_original,T_original,R_original,distance_km,distance_type,pass_type,attenuation_factor,atmospheric_factor,zenith_angle_deg,P_before_noise,R_before_noise,snr_condition,target_snr_db,actual_snr_db,scintillation_factor,cn2,T_original_samples,T_original_seconds,T_adapted_seconds,stretch_factor,new_sampling_rate,time_scale_min,time_scale_max,P_normalized,energy_density,shape_factor
29,1,29,train,0.1114548300650709,1546.2072828435046,2.442173698241313,1.24,0.9225926103877368,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.6610675086006448,995.98,2.331956530042216,1599.1131415798754,very_far,random,0.0734881364323055,0.7516845265367852,71.77958932133345,0.1220687556953141,2.4400938412063176,moderate,5.0,21.214565691747172,0.9111202686769082,1e-14,995.98,9.9598,1546.2072828435046,155.24481243032037,0.644143906868925,30.0,1800.0,1.0,7.208272222085473e-05,0.5
30,1,30,train,0.949858509819564,229.97066365221093,4.492556977313607,1.44,1.1263336040905672,False,1,PHASE_ADJUSTMENT,2,continuous,0.6997009615331422,0.1,10.0,10.0,300.0,1.459223212871967,310.61,4.6198844963766925,595.9141361173185,near,random,0.6316274446010522,0.8971981284330576,32.96037279406108,0.921685429048858,4.510964988996941,excellent,15.0,30.294967080897397,1.0284663353682877,1e-15,310.61,3.1061,229.97066365221093,74.03839659129163,1.3506505354515195,10.0,300.0,1.0,0.0041303464308649965,0.5
30,1,30,train,0.3713826369841381,218.64425722577167,4.643038123209046,1.44,1.1263336040905672,False,1,PHASE_ADJUSTMENT,2,continuous,0.6997009615331422,0.1,10.0,10.0,300.0,1.459223212871967,310.61,4.6198844963766925,911.7910163085317,medium,random,0.2549837287235192,0.8479360052297281,56.7446529324886,0.3720781758580078,4.632004023791719,good,10.0,54.56535816144675,1.013291739839539,5e-15,310.61,3.1061,218.64425722577167,70.39189247795359,1.420618149047769,10.0,300.0,1.0,0.0016985702789378504,0.5
30,1,30,train,0.2597140250500284,135.30698153478008,4.703997863752536,1.44,1.1263336040905672,False,1,PHASE_ADJUSTMENT,2,continuous,0.6997009615331422,0.1,10.0,10.0,300.0,1.459223212871967,310.61,4.6198844963766925,1067.2761042065736,far,horizon,0.1810459374958351,0.8249019822253543,62.06417344802532,0.2641864345900899,4.561679177225911,poor,3.0,35.42735725924941,1.0424502731463718,5e-14,310.61,3.1061,135.30698153478008,43.56169522384343,2.29559477623968,10.0,300.0,1.0,0.001919442900167498,0.5
30,1,30,train,0.0597463986437256,191.9195638037085,4.923363595515971,1.44,1.1263336040905672,False,1,PHASE_ADJUSTMENT,2,continuous,0.6997009615331422,0.1,10.0,10.0,300.0,1.459223212871967,310.61,4.6198844963766925,2014.2228701904144,very_far,random,0.0431347325353421,0.7000066186967167,75.62692490863607,0.0629432029965949,4.959790644005384,poor,3.0,25.88461312835678,1.081270860612534,5e-14,310.61,3.1061,191.9195638037085,61.787953962753456,1.6184384428764422,10.0,300.0,1.0,0.0003113095791778321,0.5
31,1,31,train,0.0,179.3884109846933,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.0,0.0,,477.01789922007066,near,random,1.0029209361486886,0.9128428949429008,0.0,0.0,,moderate,5.0,0.0,1.071439648263066,1e-14,0.0,3.0,179.3884109846933,59.79613699489777,1.6723488343157136,10.0,300.0,0.0,0.0,0.5
31,1,31,train,0.0,198.4555144508978,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.0,0.0,,706.5853270003385,medium,horizon,0.440424674896972,0.8795506683785693,44.95770056589964,0.0,,good,10.0,0.0,0.9407823947975792,5e-15,0.0,3.0,198.4555144508978,66.15183815029927,1.5116737916306502,10.0,300.0,0.0,0.0,0.5
31,1,31,train,0.0,34.48885313056783,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.0,0.0,,1208.4446842974423,far,horizon,0.1377502149736014,0.8046477995456706,65.55906423699611,0.0,,very_poor,1.0,0.0,0.6134513019091383,1e-13,0.0,3.0,34.48885313056783,11.496284376855945,8.69846262687427,10.0,300.0,0.0,0.0,0.5
31,1,31,train,0.0,130.58414662947678,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.0,0.0,,1867.511810115128,very_far,horizon,0.0514507363257492,0.717758426317025,74.47041455407742,0.0,,poor,3.0,0.0,0.630655426221401,5e-14,0.0,3.0,130.58414662947678,43.52804887649226,2.297369226995285,10.0,300.0,0.0,0.0,0.5
32,1,32,train,0.9489917600073376,22.06811041994882,1.4708472610363703,1.47,1.090200154832598,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.9743018003615412,43.49,1.5999126069158855,475.8928159453858,near,random,1.0076686581239358,0.9128428949429008,0.0,0.981773387778049,1.515685326861975,moderate,5.0,29.52761441922164,0.9479411587144588,1e-14,43.49,0.4349,22.06811041994882,50.7429533684728,1.9707169835749292,10.0,300.0,1.0,0.04300285533959815,0.5
32,1,32,train,0.3995791624165302,153.2573375809105,1.6940492622795873,1.47,1.090200154832598,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.9743018003615412,43.49,1.5999126069158855,718.7505898285142,medium,overhead,0.4247157667904524,0.877636755399375,45.92083568326821,0.4138013362258703,1.7039104937464715,good,10.0,29.27651599048037,0.9591618336351886,5e-15,43.49,0.4349,153.2573375809105,352.39672931917795,0.28377107867373685,10.0,300.0,1.0,0.0026072432728095436,0.5
32,1,32,train,0.1607576413356642,105.65975157650774,1.7396746314998923,1.47,1.090200154832598,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.9743018003615412,43.49,1.5999126069158855,1240.4552141500392,far,random,0.1300001279291257,0.8001399393153434,66.22926975498106,0.1266593586885778,1.694100413151289,very_poor,1.0,11.398095193506265,1.241258537144494,1e-13,43.49,0.4349,105.65975157650774,242.95183163142732,0.4116042234730137,10.0,300.0,1.0,0.0015214652593543182,0.5
32,1,32,train,0.0412880117148269,51.9120147711536,1.726665075315143,1.47,1.090200154832598,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0,0.9743018003615412,43.49,1.5999126069158855,2035.4347898300032,very_far,random,0.0420881984665972,0.6974847468014048,75.77988235341255,0.0410066075399795,1.7394197486184724,good,10.0,43.26498524477764,1.0166365333955265,5e-15,43.49,0.4349,51.9120147711536,119.36540531421844,0.8377636697731575,10.0,300.0,1.0,0.0007953459694608071,0.5
33,1,33,train,1.00271375654382,426.04650573783283,4.678503628587165,1.27,0.804671619474568,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.3059681520469466,205.94,4.636776725096612,560.8783655894155,near,horizon,0.7175135615876809,0.9028746976938912,26.942854497422594,0.9370498600952866,4.56802006036214,moderate,5.0,23.088720904855485,1.07138201364824,1e-14,205.94,2.0594,426.04650573783283,206.878948110048,0.48337446083110214,60.0,3600.0,1.0,0.0023535312296654267,0.9
33,1,33,train,0.3898680239479367,2140.2617855091007,4.527796192687019,1.27,0.804671619474568,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.3059681520469466,205.94,4.636776725096612,853.1670517070484,medium,horizon,0.2942819231679176,0.8568242060573378,54.122677496172926,0.3843228193804269,4.475086797526282,poor,3.0,36.81555786463186,1.007179494159841,5e-14,205.94,2.0594,2140.2617855091007,1000.0,0.1,60.0,3600.0,1.0,0.00018215903614575792,0.9
33,1,33,train,0.2154018489937971,663.8991086205768,4.624403387520203,1.27,0.804671619474568,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.3059681520469466,205.94,4.636776725096612,1101.2022965628591,far,overhead,0.1690472193567677,0.8199780741682733,62.9962265150313,0.2207702846720327,4.818155918026291,moderate,5.0,32.281842204018744,0.9588361677783792,1e-14,205.94,2.0594,663.8991086205768,322.3750163254233,0.3101977353575515,60.0,3600.0,1.0,0.00032444967344714547,0.9
33,1,33,train,0.0474731697246351,3334.9252190538623,4.629019067062616,1.27,0.804671619474568,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.3059681520469466,205.94,4.636776725096612,2360.719068325894,very_far,random,0.0296147887321925,0.660172221209446,77.77214968546085,0.0386759709138422,4.6530976044938,moderate,5.0,12.861930750378123,1.2549327952607003,1e-14,205.94,2.0594,3334.9252190538623,1000.0,0.1,60.0,3600.0,1.0,1.4235152696498398e-05,0.9
34,1,34,train,1.8555760546345756,2116.9564345393983,21.329573532625403,1.3,0.7871899360916534,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.4359084662567658,745.9300000000001,19.486022416468806,419.0191496459869,near,random,1.2997753785825912,0.9128428949429008,0.0,1.866358470338836,21.259880008486974,excellent,15.0,44.76557607517233,0.9939940808040194,1e-15,745.9300000000001,7.459300000000001,2116.9564345393983,283.8009510998885,0.35235963661306874,60.0,3600.0,1.0,0.0008765301091509268,0.9
34,1,34,train,0.8860786029198449,1287.9191080533233,17.853440754043056,1.3,0.7871899360916534,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.4359084662567658,745.9300000000001,19.486022416468806,633.7972875294081,medium,horizon,0.5545875892783502,0.8911091238281155,37.917560974533565,0.7963370147257129,17.954381833406284,moderate,5.0,18.96206297774071,1.0699196731694889,1e-14,745.9300000000001,7.459300000000001,1287.9191080533233,172.65951336631093,0.579174573415147,60.0,3600.0,1.0,0.000687992434757136,0.9
34,1,34,train,0.129373298667718,2151.840839844215,18.91368523651817,1.3,0.7871899360916534,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.4359084662567658,745.9300000000001,19.486022416468806,1479.44012295454,far,random,0.0876579602130117,0.7674430143836521,70.24701879492196,0.1258688072046623,18.981061785151148,good,10.0,31.10582684329076,1.0435052232094382,5e-15,745.9300000000001,7.459300000000001,2151.840839844215,288.4775836665927,0.34664738496830577,60.0,3600.0,1.0,6.012215042683366e-05,0.9
34,1,34,train,0.0584460911352401,140.72570344512914,20.402375354618243,1.3,0.7871899360916534,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,1.4359084662567658,745.9300000000001,19.486022416468806,2093.682004466354,very_far,overhead,0.0393872566507915,0.6906168412201846,76.18346392204063,0.0565564952874997,20.10717232298927,poor,3.0,29.522149633573477,0.961053792738514,5e-14,745.9300000000001,7.459300000000001,140.72570344512914,18.865805564212344,5.300595283866165,60.0,3600.0,1.0,0.0004153192324103679,0.9
35,1,35,train,0.0,57.55499358124528,2.3358256387668943,1.19,0.3287134408145734,True,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2295.09,2.3294205529529304,589.205412563466,near,random,0.6468731300553417,0.8982817128746672,31.94022465189318,0.0,2.333238716998669,excellent,15.0,0.0,0.972518313024464,1e-15,2295.09,22.9509,57.55499358124528,2.5077445146484574,39.87647043623113,1.0,60.0,0.0,0.0,0.7
35,1,35,train,0.0,29.455902779631113,2.2166245682363264,1.19,0.3287134408145734,True,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2295.09,2.3294205529529304,836.0303581433237,medium,random,0.3074067557508058,0.8594438234134686,53.26860360878385,0.0,2.251252155148824,good,10.0,0.0,0.9771044690206996,5e-15,2295.09,22.9509,29.455902779631113,1.2834312719601895,77.91613168913176,1.0,60.0,0.0,0.0,0.7
35,1,35,train,0.0,47.181378407766886,2.442892894415199,1.19,0.3287134408145734,True,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2295.09,2.3294205529529304,1085.6456520463944,far,horizon,0.1744045809529577,0.8222314306386027,62.57704581245322,0.0,2.463980933051972,poor,3.0,0.0,0.7982120615578205,5e-14,2295.09,22.9509,47.181378407766886,2.055752864060533,48.64397941417896,1.0,60.0,0.0,0.0,0.7
35,1,35,train,0.0,5.881069995423876,1.895932765781887,1.19,0.3287134408145734,True,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,0.0,2295.09,2.3294205529529304,2072.4305140338497,very_far,horizon,0.0403444745726608,0.6931129470698381,76.03892724970615,0.0,2.062551709248239,very_poor,1.0,0.0,0.5,1e-13,2295.09,22.9509,5.881069995423876,0.2562457243691479,390.25041391886754,1.0,60.0,0.0,0.0,0.7
36,1,36,train,0.7533771947775114,29.71284151945146,6.552318645351143,40.19,1.1593929842517128,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.3352239174067877,1453.03,6.376054703493447,552.7846780013175,near,random,0.7397565309891806,0.9041922765104804,25.242453406467583,0.9877406132346296,6.508004058532487,poor,3.0,12.49506173398703,0.8831165462254535,5e-14,1453.03,14.5303,29.71284151945146,2.044888372535423,48.902424867334766,1.0,60.0,1.0,0.025355272543836453,0.7
36,1,36,train,0.4179952044408278,29.951712666916734,5.8421469493836,40.19,1.1593929842517128,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.3352239174067877,1453.03,6.376054703493447,796.8612862301717,medium,horizon,0.3407420189588677,0.8654682491796494,51.13689555491966,0.4549668933793573,5.718288697531018,good,10.0,21.80220978260413,0.9068860428089404,5e-15,1453.03,14.5303,29.951712666916734,2.0613278918478444,48.51241784263473,1.0,60.0,1.0,0.013955636163087455,0.7
36,1,36,train,0.2561510058658403,56.33176084352399,5.933011401174174,40.19,1.1593929842517128,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.3352239174067877,1453.03,6.376054703493447,1059.8667942505615,far,overhead,0.1838264897612037,0.8259821410294116,61.85156642947312,0.2454495257820931,5.871838083010587,moderate,5.0,27.21036320364686,1.0387703141262017,1e-14,1453.03,14.5303,56.33176084352399,3.876847748740493,25.79415197114406,1.0,60.0,1.0,0.004547186205972965,0.7
36,1,36,train,0.0784721253850972,34.73195509018845,6.750240865542911,40.19,1.1593929842517128,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.3352239174067877,1453.03,6.376054703493447,1587.7090119107684,very_far,random,0.0746948478668195,0.7531690376634687,71.6440659297998,0.0997343473788388,6.493487799142095,very_poor,1.0,13.424721078688238,0.8351432180659537,1e-13,1453.03,14.5303,34.73195509018845,2.390312319097916,41.8355372229095,1.0,60.0,1.0,0.002259363896484625,0.7
37,1,37,train,0.7690667713789645,4.7875450704638425,,212.32,1.2750749854783563,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0,1.06218292771492,0.03,,554.8642832283687,near,random,0.7339466936773653,0.9038535119456416,25.69415497454751,0.7795856478769094,,excellent,15.0,37.39788565681528,0.9854901895893332,1e-15,0.03,0.0003,4.7875450704638425,1000.0,0.1,0.1,10.0,1.0,0.16063906659043803,0.7
37,1,37,train,0.3961459795775402,2.7430590646097466,,212.32,1.2750749854783563,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0,1.06218292771492,0.03,,733.4551033312953,medium,horizon,0.4067848945796017,0.8753301313047246,47.02297934276406,0.4320799702747664,,excellent,15.0,21.60117333086492,0.9287925497820092,1e-15,0.03,0.0003,2.7430590646097466,1000.0,0.1,0.1,10.0,1.0,0.14441759008710944,0.7
37,1,37,train,0.1647739321680786,3.382533073691267,,212.32,1.2750749854783563,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0,1.06218292771492,0.03,,1135.267470455088,far,random,0.1581024401402718,0.8150700816447445,63.86900892565023,0.1679337127470667,,excellent,15.0,34.50957578600232,0.9710602225929396,1e-15,0.03,0.0003,3.382533073691267,1000.0,0.1,0.1,10.0,1.0,0.04871317695299436,0.7
37,1,37,train,0.0582302342057534,5.2546567844682235,,212.32,1.2750749854783563,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0,1.06218292771492,0.03,,1814.4399802042628,very_far,random,0.0550025275011809,0.7243156212691404,74.00418633770595,0.0584227456929248,,good,10.0,49.63080360183773,0.9959727057688544,5e-15,0.03,0.0003,5.2546567844682235,1000.0,0.1,0.1,10.0,1.0,0.011081643691338893,0.7
38,1,38,train,0.929598046027731,806.8732847399326,4.534342892010859,1.27,0.7654450704095588,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.4325071048417162,952.88,4.766838335873419,587.2254926751488,near,random,0.651474613346679,0.898601812016742,31.628993408952184,0.9332420122431276,4.514544817099423,excellent,15.0,48.16836608578232,0.99299441290304,1e-15,952.88,9.5288,806.8732847399326,84.67732397992744,1.1809537110986734,30.0,1800.0,1.0,0.0011520991754329236,0.5
38,1,38,train,0.5364451303621761,68.25338138818486,4.919808799054928,1.27,0.7654450704095588,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.4325071048417162,952.88,4.766838335873419,753.327929110964,medium,overhead,0.3842378679628205,0.872224523144262,48.415677252673206,0.5504234758059736,5.119931290747076,poor,3.0,31.904821368944557,0.9972977899353088,5e-14,952.88,9.5288,68.25338138818486,7.162851711462604,13.960920039705904,30.0,1800.0,1.0,0.007859612512253327,0.5
38,1,38,train,0.1205558719596266,1492.5367058240133,4.905580954704272,1.27,0.7654450704095588,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.4325071048417162,952.88,4.766838335873419,1468.0699934192312,far,overhead,0.0891971322074365,0.7689611645856149,70.08758927173206,0.1277755256186587,4.815056381413693,moderate,5.0,24.95861790874461,0.9649047617782022,1e-14,952.88,9.5288,1492.5367058240133,156.6342777499804,0.6384298599034623,30.0,1800.0,1.0,8.077246709525244e-05,0.5
38,1,38,train,0.0544860492590789,1616.204566156387,4.79202524443689,1.27,0.7654450704095588,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.4325071048417162,952.88,4.766838335873419,1979.3695641245404,very_far,horizon,0.0449331229662885,0.7041746256917243,75.36824320056955,0.0643670178919348,4.769561643857137,moderate,5.0,16.27727291599747,0.8503361310096673,1e-14,952.88,9.5288,1616.204566156387,169.61260244274064,0.5895788317602102,30.0,1800.0,1.0,3.3712347063005835e-05,0.5
39,1,39,train,0.623380566168223,50.672235809597126,9.52734955515755,2.49,0.8972289668099864,False,1,PHASE_ADJUSTMENT,2,continuous,0.5763081099613906,0.1,10.0,10.0,300.0,1.172821756607532,321.16,9.129231245999952,543.5520472007287,near,horizon,0.7663747858584012,0.9056981292118268,23.092169092248994,0.8988210225701714,9.513489748908077,poor,3.0,10.272909839931208,0.7450522679545108,5e-14,321.16,3.2116000000000002,50.672235809597126,15.777878879560694,6.337987556080435,10.0,300.0,1.0,0.012302211580136299,0.5
39,1,39,train,0.6200407092464248,170.67048162632432,10.241257815988387,2.49,0.8972289668099864,False,1,PHASE_ADJUSTMENT,2,continuous,0.5763081099613906,0.1,10.0,10.0,300.0,1.172821756607532,321.16,9.129231245999952,647.3914308868166,medium,random,0.5302452837472981,0.8889364183888809,39.43639109229876,0.6218832051173654,10.191715416676358,excellent,15.0,50.56591817082244,0.9940653221792528,1e-15,321.16,3.2116000000000002,170.67048162632432,53.14188617085699,1.8817548116092273,10.0,300.0,1.0,0.0036329698219518553,0.5
39,1,39,train,0.2038285670129387,41.48696492927863,9.934716478818588,2.49,0.8972289668099864,False,1,PHASE_ADJUSTMENT,2,continuous,0.5763081099613906,0.1,10.0,10.0,300.0,1.172821756607532,321.16,9.129231245999952,1060.9608391675563,far,random,0.1834121204621979,0.825822538095062,61.88317306438643,0.2151097253035873,9.86151169818465,excellent,15.0,25.606123640256968,0.9487751497980252,1e-15,321.16,3.2116000000000002,41.48696492927863,12.91784933655456,7.741226685236439,10.0,300.0,1.0,0.004913074922699168,0.5
39,1,39,train,0.0249605934329793,204.94962698154538,9.59095391030012,2.49,0.8972289668099864,False,1,PHASE_ADJUSTMENT,2,continuous,0.5763081099613906,0.1,10.0,10.0,300.0,1.172821756607532,321.16,9.129231245999952,2186.096365105449,very_far,horizon,0.0355663920159972,0.6798896134656566,76.77838212013324,0.041713038360394,9.17847452216639,poor,3.0,7.923870971162042,0.5841281604003017,5e-14,321.16,3.2116000000000002,204.94962698154538,63.815427507019976,1.5670191974973382,10.0,300.0,1.0,0.00012178891857767017,0.5
40,1,40,train,1.2970541343714177,17.59279324650149,3.188119204321595,1.25,1.0303326748784607,False,1,STATION_KEEPING,4,pulsed,0.6181171783130861,0.01,1.0,1.0,60.0,1.866339454286656,299.96,3.4073323531300725,565.0799022392642,near,overhead,0.7063486000438829,0.9021916489678892,27.76931550993413,1.3182862607420438,3.194093450763624,excellent,15.0,35.86032374604152,0.9882452859447548,1e-15,299.96,2.9995999999999996,17.59279324650149,5.865046421690056,17.050163427552935,1.0,60.0,1.0,0.0737264467442855,0.7
40,1,40,train,0.7743433620774903,39.905935446822205,3.2446466073468376,1.25,1.0303326748784607,False,1,STATION_KEEPING,4,pulsed,0.6181171783130861,0.01,1.0,1.0,60.0,1.866339454286656,299.96,3.4073323531300725,783.4192327194205,medium,horizon,0.3533823512184184,0.8675475858587935,50.34019608243518,0.6595314245275185,3.2720380394401567,good,10.0,15.184968906993204,1.1448689013719688,5e-15,299.96,2.9995999999999996,39.905935446822205,13.303752315916192,7.516676319985538,1.0,60.0,1.0,0.01940421527292259,0.7
40,1,40,train,0.183153430593526,43.89268224292607,3.490980687860257,1.25,1.0303326748784607,False,1,STATION_KEEPING,4,pulsed,0.6181171783130861,0.01,1.0,1.0,60.0,1.866339454286656,299.96,3.4073323531300725,1459.2209477577771,far,overhead,0.0904212556267775,0.77014524062983,69.96167712963518,0.1687567568823942,3.4544002506081046,moderate,5.0,21.37997808090053,1.0639626409497902,1e-14,299.96,2.9995999999999996,43.89268224292607,14.632845126992292,6.83394098223156,1.0,60.0,1.0,0.004172755485296043,0.7
40,1,40,train,0.142045570221542,46.35020202314176,3.017968086097584,1.25,1.0303326748784607,False,1,STATION_KEEPING,4,pulsed,0.6181171783130861,0.01,1.0,1.0,60.0,1.866339454286656,299.96,3.4073323531300725,1610.5884109961105,very_far,overhead,0.0723010607208059,0.7501943685884289,71.91391674390144,0.1349383222100153,3.013767844194304,moderate,5.0,25.56866810788771,1.063690628337221,1e-14,299.96,2.9995999999999996,46.35020202314176,15.452127624730553,6.471600703061353,1.0,60.0,1.0,0.0030646159891734967,0.7
41,1,41,train,1.7207946131262368,7.356715811397897,4.06273842585636,1.27,0.8939016349015733,False,1,STATION_KEEPING,4,pulsed,0.5362337127447557,0.01,1.0,1.0,60.0,1.5968866591230746,299.94,3.93806120236408,456.78168757280775,near,overhead,1.093751543554132,0.9128428949429008,0.0,1.746597248296864,4.028515666589843,excellent,15.0,36.61057354303014,0.9595278753108646,1e-15,299.94,2.9994,7.356715811397897,2.4527291496292247,40.77091023895437,1.0,60.0,1.0,0.23390799063628062,0.7
41,1,41,train,1.1223118340656828,55.04469886311887,3.856883322204725,1.27,0.8939016349015733,False,1,STATION_KEEPING,4,pulsed,0.5362337127447557,0.01,1.0,1.0,60.0,1.5968866591230746,299.94,3.93806120236408,642.5678127485531,medium,random,0.5387023825311713,0.8897066202746207,38.91050603044712,0.8602466479018427,3.965281363371557,poor,3.0,10.32427314791268,1.3020089582569017,5e-14,299.94,2.9994,55.04469886311887,18.351903335039964,5.4490260859791215,1.0,60.0,1.0,0.020389099354627516,0.7
41,1,41,train,0.1454468429901186,14.582625462797967,4.039502552363803,1.27,0.8939016349015733,False,1,STATION_KEEPING,4,pulsed,0.5362337127447557,0.01,1.0,1.0,60.0,1.5968866591230746,299.94,3.93806120236408,1448.5166994483127,far,horizon,0.0919335990236767,0.7715805410366333,69.80717359522876,0.1468075378060794,4.042432564957664,good,10.0,40.65951793609007,1.0042699299477151,5e-15,299.94,2.9994,14.582625462797967,4.861847523770743,20.568312665314146,1.0,60.0,1.0,0.009973981939066527,0.7
41,1,41,train,0.1243083490302337,3.207340814394607,3.911322537062299,1.27,0.8939016349015733,False,1,STATION_KEEPING,4,pulsed,0.5362337127447557,0.01,1.0,1.0,60.0,1.5968866591230746,299.94,3.93806120236408,1740.828058041147,very_far,overhead,0.0605128548439145,0.7335325488037525,73.30842735522091,0.0966321706056981,3.9026951653485087,very_poor,1.0,10.86031169773737,1.2827750832182765,1e-13,299.94,2.9994,3.207340814394607,1.0693274702922608,93.51672221856296,1.0,60.0,1.0,0.03875744930889023,0.7
42,1,42,train,1.49585103791305,33.73629569409752,13.532689639512736,1.25,0.7616599388021698,False,1,STATION_KEEPING,4,pulsed,0.4569807300825258,0.01,1.0,1.0,60.0,1.385382576531376,299.99,13.96317128440104,439.6408454425796,near,random,1.1807011318392908,0.9128428949429008,0.0,1.635722776141029,13.688277512926412,good,10.0,21.359594555928588,0.9234608388585992,5e-15,299.99,2.9999000000000002,33.73629569409752,11.245806758257782,8.89220330293957,1.0,60.0,1.0,0.04433951645066839,0.7
42,1,42,train,0.4016617955757003,22.884414747883888,13.902285920421086,1.25,0.7616599388021698,False,1,STATION_KEEPING,4,pulsed,0.4569807300825258,0.01,1.0,1.0,60.0,1.385382576531376,299.99,13.96317128440104,862.507615730996,medium,random,0.2874640959147677,0.8554004562927277,54.570201569905926,0.3982477498586635,13.777573655123406,good,10.0,41.33764270538147,1.027666589427744,5e-15,299.99,2.9999000000000002,22.884414747883888,7.6283925290455965,13.108921652791667,1.0,60.0,1.0,0.017551761755796782,0.7
42,1,42,train,0.2911249116744832,49.95759484481238,12.447845157420517,1.25,0.7616599388021698,False,1,STATION_KEEPING,4,pulsed,0.4569807300825258,0.01,1.0,1.0,60.0,1.385382576531376,299.99,13.96317128440104,1025.828958507199,far,overhead,0.197412047474219,0.8309665725833495,60.82946467929086,0.2734912109681679,12.571699117341987,good,10.0,23.811996781380103,1.072537618799515,5e-15,299.99,2.9999000000000002,49.95759484481238,16.653086717828053,6.004892768194407,1.0,60.0,1.0,0.005827440503867927,0.7
42,1,42,train,0.0468548964497523,48.68683685179381,12.899879170258629,1.25,0.7616599388021698,False,1,STATION_KEEPING,4,pulsed,0.4569807300825258,0.01,1.0,1.0,60.0,1.385382576531376,299.99,13.96317128440104,2301.4818108594154,very_far,overhead,0.0314708409787864,0.6667813340652847,77.45235811119075,0.0435991547608003,12.928370855414434,moderate,5.0,22.536521613765792,1.0379280034365164,1e-14,299.99,2.9999000000000002,48.68683685179381,16.229486600151272,6.161624360875834,1.0,60.0,1.0,0.0009623729837364858,0.7
43,1,43,train,1.2826669085156046,19.711194676540206,14.829497962023554,1.24,0.6333735475129949,False,1,STATION_KEEPING,4,pulsed,0.3799987935658964,0.01,1.0,1.0,60.0,1.0355884137952474,299.98,14.719188594658146,411.4463880306521,near,overhead,1.3480609859325283,0.9128428949429008,0.0,1.3960363381211245,15.27074154012428,very_poor,1.0,21.80801519260388,0.8990896337060084,1e-13,299.98,2.9998,19.711194676540206,6.570836281265486,15.21876298837579,1.0,60.0,1.0,0.06507301711357984,0.7
