uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid,maneuver_type,maneuver_type_id,thrust_profile,estimated_delta_v,delta_v_min,delta_v_max,duration_min,duration_max
748,7,75,train,0.5659228454938086,1474.55,2.085764543890146,5.7700000000000005,0.5670382841865208,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
749,7,76,train,0.0,0.08,,127.56,0.6100405051242657,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
750,7,77,train,0.7904650882477318,1057.97,3.499485549356478,1.24,0.376204783558626,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
751,7,78,train,0.5018570220724826,238.11,2.432068609022368,1.41,0.4574842443715238,False,1,PHASE_ADJUSTMENT,2,continuous,0.2178631468546071,0.1,10.0,10.0,300.0
752,7,79,train,1.624170254789116,299.99,4.992242844577852,1.24,0.9714303589326748,False,1,STATION_KEEPING,4,pulsed,0.5828387867524263,0.01,1.0,1.0,60.0
753,7,80,train,1.4340414538120585,299.95,3.590632985638498,1.25,0.8397033466323937,False,1,STATION_KEEPING,4,pulsed,0.503738037644773,0.01,1.0,1.0,60.0
754,7,81,train,1.3062783704420775,300.01,3.604204646777824,1.22,0.7106905953896917,False,1,STATION_KEEPING,4,pulsed,0.4264285710457228,0.01,1.0,1.0,60.0
755,7,82,train,1.1227437784740797,299.98,27.625387051916466,1.25,0.5931663019355278,False,1,STATION_KEEPING,4,pulsed,0.35587605450923926,0.01,1.0,1.0,60.0
756,7,83,train,1.0082306969596675,299.98,11.737908371651768,1.24,0.4767386480852142,False,1,STATION_KEEPING,4,pulsed,0.28602411930520516,0.01,1.0,1.0,60.0
757,7,84,train,0.6844393067030792,299.94,151.69517292417504,1.29,0.3801950360235462,False,1,STATION_KEEPING,4,pulsed,0.22807139820980488,0.01,1.0,1.0,60.0
758,7,85,train,1.410798312530424,477.0,3.8280505956220656,91.86,0.8638707888285999,True,1,STATION_KEEPING,4,pulsed,0.8241327325424843,0.01,1.0,1.0,60.0
759,7,86,train,0.0,0.0,,,0.0,True,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
760,7,87,train,1.0497298853425283,476.93,3.952294207961815,91.98,0.6328520242547734,False,1,STATION_KEEPING,4,pulsed,0.6036522318556581,0.01,1.0,1.0,60.0
761,7,88,train,0.867090333684711,476.89,4.0376605706076445,91.97,0.52433441458145,False,1,STATION_KEEPING,4,pulsed,0.5000996779394954,0.01,1.0,1.0,60.0
762,7,89,train,0.7118626434443015,476.93,3.2205584690599887,91.94,0.3772467248495329,True,1,STATION_KEEPING,4,pulsed,0.35984056096497546,0.01,1.0,1.0,60.0
763,7,90,train,0.5275862110729019,476.92,3.690478947031257,91.97,0.3317188438842877,False,1,STATION_KEEPING,4,pulsed,0.31640670205058896,0.01,1.0,1.0,60.0
764,7,91,train,0.5088194639221154,298.55,2.3997375707576647,2.11,0.3866470921984469,False,1,STATION_KEEPING,4,pulsed,0.23086697875169265,0.01,1.0,1.0,60.0
765,7,92,train,0.4123982017843386,297.35,30.78897516818064,3.45,0.3513390866534845,False,1,STATION_KEEPING,4,pulsed,0.20894135483282725,0.01,1.0,1.0,60.0
766,7,93,train,0.4970414608123987,476.93,3.862557101514306,91.98,0.2728016963256283,False,1,STATION_KEEPING,4,pulsed,0.2602146260571638,0.01,1.0,1.0,60.0
767,7,94,train,0.3600584411659589,476.9,4.3602845367160405,91.97,0.2221471196881769,False,1,STATION_KEEPING,4,pulsed,0.21188392275858314,0.01,1.0,1.0,60.0
768,7,95,train,0.4595304580227499,187.73,9.199072646052588,1.98,0.2829824078966791,False,1,PHASE_ADJUSTMENT,2,continuous,0.10624857486888713,0.1,10.0,10.0,300.0
769,7,96,train,0.3778318181077141,43.77,1.262287981117166,2.05,0.3004409411094558,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
770,7,97,train,0.4978710408904337,204.62,9.234415475780068,2.74,0.433479184276593,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
771,7,98,train,0.4277786949085731,742.82,24.55026215360093,4.2700000000000005,0.4437352664666885,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
772,7,99,train,0.1532421625132118,2278.88,3.84026037945263,1.92,0.121823383905576,False,1,STATION_KEEPING,4,pulsed,0.5552417462294781,0.01,1.0,1.0,60.0
773,7,100,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
774,7,101,train,0.35957081284061,276.99,4.558211897343231,7.29,0.4570497444194954,True,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
775,7,102,train,0.4490469475883529,1093.5,6.109928426816777,2.33,0.419177359556495,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
776,7,103,train,0.4195630907506969,188.5,5.942859914271296,6.4,0.4681495767533762,False,1,PHASE_ADJUSTMENT,2,continuous,0.17649239043602283,0.1,10.0,10.0,300.0
777,7,104,train,0.3329723537822562,187.81,6.810653395965613,1.99,0.2307098530406944,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
778,7,105,train,0.3470674991049917,43.81,1.2320672683366247,2.02,0.242646019800694,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
779,7,106,train,0.4265208424879259,205.51,5.543921568578408,2.23,0.3505492104062501,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
780,7,107,train,0.4074316375873405,729.45,18.328032764407435,2.53,0.3613056624982345,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
781,7,108,train,0.1517450449017156,2245.79,2.986100332074323,1.91,0.1035872900129798,True,1,STATION_KEEPING,4,pulsed,0.4652706000764998,0.01,1.0,1.0,60.0
782,7,109,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
783,7,110,train,0.0,0.0,,,0.0,True,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
784,7,111,train,0.4592987492292985,1011.54,17.859253412173885,2.16,0.3400543880671144,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
785,7,112,train,0.3168928889407499,252.03,4.240857190918935,8.98,0.355230048727258,False,1,PHASE_ADJUSTMENT,2,continuous,0.17905725836146166,0.1,10.0,10.0,300.0
786,8,1,train,1.8543348384574476,299.96,25.45851177181622,1.23,1.2075527483505617,False,1,STATION_KEEPING,4,pulsed,0.7244350447904688,0.01,1.0,1.0,60.0
787,8,2,train,1.6342947316637015,299.99,2.7691399800655203,1.21,1.033321834774877,False,1,STATION_KEEPING,4,pulsed,0.6199724344282306,0.01,1.0,1.0,60.0
788,8,3,train,1.7033695306143082,300.0,1.9694387461455936,1.2,0.8813338052795541,False,1,STATION_KEEPING,4,pulsed,0.5288002831677324,0.01,1.0,1.0,60.0
789,8,4,train,1.1731649249743,299.93,21.458100799046044,1.26,0.7466490571516826,False,1,STATION_KEEPING,4,pulsed,0.44788490342300835,0.01,1.0,1.0,60.0
790,8,5,train,1.0555846345818507,300.0,12.419468378199385,1.21,0.6054757206725,False,1,STATION_KEEPING,4,pulsed,0.36328543240350003,0.01,1.0,1.0,60.0
791,8,6,train,0.7939990941995394,299.95,6.719289034448644,1.23,0.4811746348423403,True,1,STATION_KEEPING,4,pulsed,0.2886566634419199,0.01,1.0,1.0,60.0
792,8,7,train,1.8114890588155304,476.88,3.434248598736321,91.25,1.1604742519618487,True,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
793,8,8,train,1.5760273728126024,476.87,3.40820947228362,91.28,0.9976356067797846,False,1,STATION_KEEPING,4,pulsed,0.9514849836101518,0.01,1.0,1.0,60.0
794,8,9,train,1.2792259084106763,474.61,3.641751575069006,93.53,0.8441754920193766,False,1,STATION_KEEPING,4,pulsed,0.8013082605346327,0.01,1.0,1.0,60.0
795,8,10,train,1.07469149899335,476.88,3.894294728207512,91.24,0.7124676950525408,False,1,STATION_KEEPING,4,pulsed,0.6795231888333113,0.01,1.0,1.0,60.0
796,8,11,train,0.9058240063889414,475.74,3.767150030171733,92.37,0.5883817054160857,False,1,STATION_KEEPING,4,pulsed,0.5598334250692972,0.01,1.0,1.0,60.0
797,8,12,train,0.7621547400482646,476.87,3.647190062352873,91.25,0.4800259917479869,False,1,STATION_KEEPING,4,pulsed,0.457819989369725,0.01,1.0,1.0,60.0
798,8,13,train,1.5454277233911835,144.79,19.14803538933176,21.82,1.9096535654773064,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
799,8,14,train,1.451800396282597,39.95,3.6411441982336816,2.74,1.6179691159043128,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
800,8,15,train,1.970687462121948,205.94,8.363213357192436,1.21,1.1528653162315718,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
801,8,16,train,2.1342761376623427,745.76,4.031183933623458,1.35,1.3003113380212634,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
802,8,17,train,0.0,2218.26,10.968855760269085,1.18,0.5413602382532482,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
803,8,18,train,1.8318105708719008,1521.03,1.790664249968119,1.35,1.5912758455486489,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
804,8,19,train,1.4068317927396703,0.0,,201.38,1.783276481295949,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
805,8,20,train,2.3225737897554084,1079.98,4.944200418959767,1.24,1.1125889427254056,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
806,8,21,train,1.9477861537090173,302.56,19.047875269794936,1.32,1.2414991873453725,False,1,PHASE_ADJUSTMENT,2,continuous,0.7512559882464317,0.1,10.0,10.0,300.0
807,8,22,train,1.2193754754337789,0.0,,177.62,1.523421133173399,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
808,8,23,train,1.236503510428127,31.08,1.2307108510083,1.38,1.3338509145590107,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
809,8,24,train,1.692877524623573,205.99,6.462440886977072,1.21,0.9658077909265854,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
810,8,25,train,1.943649646951384,745.95,22.022441946288357,1.24,0.9604315236410896,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
811,8,26,train,0.0,2343.42,1.9758838405202657,1.19,0.4502022676930228,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
812,8,27,train,1.6857981206677626,1482.44,26.96134404571953,1.5,1.3535875958549437,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
813,8,28,train,1.199198232712659,132.7,3.4316175595033536,61.65,1.5044756565540514,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
814,8,29,train,2.106056743612549,995.97,2.4891301024331143,1.22,0.9281615196916484,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
815,8,30,train,1.4232532373742006,310.74,4.326449084395548,1.36,1.1081273114434187,False,1,PHASE_ADJUSTMENT,2,continuous,0.688678961515856,0.1,10.0,10.0,300.0
816,8,31,train,0.0,0.04,,176.85,1.3865190516665316,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
817,8,32,train,0.948762376653814,12.99,1.2991571818529066,1.42,1.088040021113232,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
818,8,33,train,1.442208245276366,205.99,5.614367114688912,1.22,0.7916139764181621,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
819,8,34,train,1.3537049511126291,745.95,18.566894912698448,1.23,0.789067766456774,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
820,8,35,train,0.0,2295.09,9.9303715478554,1.17,0.3656054728504782,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
821,8,36,train,1.221901461856249,1481.41,4.336409157748149,4.34,1.109138343677064,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
822,8,37,train,1.0107663965499576,74.8,3.983617987262357,114.52,1.2335060041767134,False,1,COLLISION_AVOIDANCE,5,impulsive,0.1845324982248363,0.1,5.0,5.0,120.0
823,8,38,train,1.3888184152669876,952.95,4.412947171333824,1.24,0.7713208290778953,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
824,8,39,train,1.5232664391696285,321.3,3.559261156777426,2.31,0.8860207570025116,True,1,PHASE_ADJUSTMENT,2,continuous,0.5693569384498139,0.1,10.0,10.0,300.0
825,8,40,train,2.053669186151831,300.01,14.642836152828506,1.19,1.0281824519556308,False,1,STATION_KEEPING,4,pulsed,0.6169300348224176,0.01,1.0,1.0,60.0
826,8,41,train,1.498243275506746,300.01,3.811959959188257,1.19,0.8901751325748464,False,1,STATION_KEEPING,4,pulsed,0.5341228830475593,0.01,1.0,1.0,60.0
827,8,42,train,1.3853000134721507,299.94,3.101497521480542,1.25,0.76133741692456,False,1,STATION_KEEPING,4,pulsed,0.4567110896647051,0.01,1.0,1.0,60.0
828,8,43,train,1.0763638674798852,299.97,18.867308328981604,1.22,0.6399263189534105,False,1,STATION_KEEPING,4,pulsed,0.38391739579290907,0.01,1.0,1.0,60.0
829,8,44,train,0.8406249748511299,299.95,8.78484637017292,1.23,0.5241599459888213,False,1,STATION_KEEPING,4,pulsed,0.31444355159869386,0.01,1.0,1.0,60.0
830,8,45,train,0.6818069650584418,300.01,3.474966930696411,1.2,0.4174351369458686,False,1,STATION_KEEPING,4,pulsed,0.2504694308702601,0.01,1.0,1.0,60.0
831,8,46,train,2.247603986692622,476.82,3.695313246742486,91.31,0.994162764479584,False,1,STATION_KEEPING,4,pulsed,0.9480733787183105,0.01,1.0,1.0,60.0
832,8,47,train,1.4818533773370826,476.91,3.7602222367311615,91.23,0.8298256143004485,False,1,STATION_KEEPING,4,pulsed,0.7915042674320539,0.01,1.0,1.0,60.0
833,8,48,train,1.0976527886414698,476.86,3.6193058975090606,91.27,0.7263680813626836,False,1,STATION_KEEPING,4,pulsed,0.6927517665572187,0.01,1.0,1.0,60.0
834,8,49,train,1.0100007899029533,476.81,4.041883882855028,91.28,0.6160667921600791,False,1,STATION_KEEPING,4,pulsed,0.5874936143396947,0.01,1.0,1.0,60.0
835,8,50,train,0.761735295470674,476.81,3.898673836091656,91.25,0.5066070716259373,False,1,STATION_KEEPING,4,pulsed,0.48311063564392637,0.01,1.0,1.0,60.0
836,8,51,train,0.6191708262237315,476.89,3.9239422329436,91.27,0.4054018124531117,False,1,STATION_KEEPING,4,pulsed,0.3866641406815288,0.01,1.0,1.0,60.0
837,8,52,train,0.9544742597814524,123.83,8.204696229976665,19.62,1.104008262564083,False,1,PHASE_ADJUSTMENT,2,continuous,0.2734186863066208,0.1,10.0,10.0,300.0
838,8,53,train,0.7683993215381595,12.05,1.40139301206522,2.35,0.8596811667659812,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
839,8,54,train,0.9443053558065808,205.95,5.66216398007351,1.24,0.6270305215749232,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
840,8,55,train,1.1564430811196738,745.91,22.256094152224374,1.22,0.6266883057276984,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
841,8,56,train,0.0,2255.17,5.024447680848382,5.78,0.2927759423139606,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
842,8,57,train,1.142341618277333,1450.27,2.649477909624321,1.41,0.8913605379787826,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
843,8,58,train,0.9386204758554484,186.82,3.927236949968656,84.68,1.0276276037242302,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
844,8,59,train,1.0045581861366584,1088.0,7.949626704062378,1.21,0.6094813445608266,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
845,8,60,train,1.081432863041374,209.77,8.218995424650107,1.32,0.7980207699420596,False,1,PHASE_ADJUSTMENT,2,continuous,0.3348016338214917,0.1,10.0,10.0,300.0
846,8,61,train,0.6267226287727516,127.75,8.038101830081875,16.69,0.779136281135815,False,1,PHASE_ADJUSTMENT,2,continuous,0.19906931983020074,0.1,10.0,10.0,300.0
847,8,62,train,0.6780699130699861,39.34,1.3126202592850562,1.44,0.7264734557108629,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
848,8,63,train,0.9155213499836684,205.97,6.3061925236372405,1.22,0.4985682323352751,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
849,8,64,train,0.9409417426161408,745.98,20.47974804988089,1.22,0.4990987834688952,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
850,8,65,train,0.0,2282.06,14.817174518472626,1.2,0.2312998876231572,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
851,8,66,train,0.8547441893559407,1482.43,3.291420892433935,4.45,0.7058149018239618,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
852,8,67,train,0.6404751612092876,215.1,4.1006595234326495,59.5,0.7848535696636274,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
853,8,68,train,0.784662434245799,1066.99,5.902628023950434,1.2,0.4904083409574279,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
854,8,69,train,0.6669702254785593,203.31,2.4610494779646475,1.61,0.6428681641322694,False,1,PHASE_ADJUSTMENT,2,continuous,0.26140305289946336,0.1,10.0,10.0,300.0
855,8,70,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
856,8,71,train,0.4791933528790972,32.08,1.3000657366031685,1.37,0.5536008224395034,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
857,8,72,train,0.8192261503351138,205.91,6.926024070722219,1.22,0.3932165258540843,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
858,8,73,train,0.6878860705417811,745.98,23.93823229723079,1.23,0.3910607675498383,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
859,8,74,train,0.0,2281.49,13.279611719145178,1.18,0.1808446188178065,False,0,STATION_KEEPING,4,pulsed,0.8251903787732746,0.01,1.0,1.0,60.0
860,8,75,train,0.660628255686081,1486.41,60.19931207266777,1.54,0.5457834837761969,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
861,8,76,train,0.4947496380674131,47.04,4.183088779273591,82.53,0.6110255024495443,False,1,ATTITUDE_CONTROL,9,pulsed,0.05748527927045313,0.001,0.1,0.1,10.0
862,8,77,train,0.6755759568768344,1057.97,4.029662241278969,1.22,0.3799054497875978,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
863,8,78,train,0.5976119111946759,236.44,2.3840341989774863,1.39,0.4678684237362124,False,1,PHASE_ADJUSTMENT,2,continuous,0.2212456202163801,0.1,10.0,10.0,300.0
864,8,79,train,1.5256078392865813,300.0,6.738332553204588,1.2,0.9300050009127064,False,1,STATION_KEEPING,4,pulsed,0.5580030005476239,0.01,1.0,1.0,60.0
865,8,80,train,1.2900246438923777,299.97,12.133817319551284,1.23,0.8134418398353143,False,1,STATION_KEEPING,4,pulsed,0.4880162973907985,0.01,1.0,1.0,60.0
866,8,81,train,1.1782531799425668,299.99,1.003239029601283,1.21,0.68996211939984,False,1,STATION_KEEPING,4,pulsed,0.413963472397516,0.01,1.0,1.0,60.0
867,8,82,train,1.2483041461198792,299.99,8.607216665609398,1.21,0.5776851696606479,False,1,STATION_KEEPING,4,pulsed,0.3465995480929955,0.01,1.0,1.0,60.0
868,8,83,train,0.8333820009154232,299.94,60.69382041580933,1.24,0.4711385291472024,True,1,STATION_KEEPING,4,pulsed,0.2826265808648238,0.01,1.0,1.0,60.0
869,8,84,train,0.6607103095532711,299.99,22.48059844004773,1.21,0.3770285388999146,False,1,STATION_KEEPING,4,pulsed,0.22620958276917078,0.01,1.0,1.0,60.0
870,8,85,train,1.6625719460569988,476.84,3.911098022557881,91.28,0.9047343691677464,False,1,STATION_KEEPING,4,pulsed,0.8628270731878963,0.01,1.0,1.0,60.0
871,8,86,train,1.4006776926586095,476.87,4.362850680073882,91.26,0.786377136280074,False,1,STATION_KEEPING,4,pulsed,0.7499993299557578,0.01,1.0,1.0,60.0
872,8,87,train,1.0146195844411583,473.58,3.991065570930181,94.56,0.6694961683724445,False,1,STATION_KEEPING,4,pulsed,0.6341199908356446,0.01,1.0,1.0,60.0
873,8,88,train,0.8000814333573647,476.85,3.469011263288152,91.25,0.5495645548739538,False,1,STATION_KEEPING,4,pulsed,0.5241197159832898,0.01,1.0,1.0,60.0
874,8,89,train,0.8851096511072749,476.86,4.008437899577571,91.24,0.4605158128533855,False,1,STATION_KEEPING,4,pulsed,0.43920314103453084,0.01,1.0,1.0,60.0
875,8,90,train,0.6236360458494618,476.9,5.054479758921592,91.22,0.3620471190685788,True,1,STATION_KEEPING,4,pulsed,0.34532054216761043,0.01,1.0,1.0,60.0
876,8,91,train,0.5360000692976444,299.98,2.8737586978973586,1.22,0.3163129787314186,False,1,STATION_KEEPING,4,pulsed,0.18977513471970192,0.01,1.0,1.0,60.0
877,8,92,train,0.4635610721929978,299.96,69.97575349796648,1.23,0.2700756791001042,False,1,STATION_KEEPING,4,pulsed,0.1620238014057345,0.01,1.0,1.0,60.0
878,8,93,train,0.4899372563862985,476.86,3.861427846085633,91.26,0.3112461777663184,True,1,STATION_KEEPING,4,pulsed,0.2968417046592932,0.01,1.0,1.0,60.0
879,8,94,train,0.3869933197258916,476.8,3.646844244453789,91.27,0.2557074425443251,False,1,STATION_KEEPING,4,pulsed,0.24384261721026843,0.01,1.0,1.0,60.0
880,8,95,train,0.3838064263440519,0.02,,5.5200000000000005,0.4790804450364296,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
881,8,96,train,0.3924955004080856,35.07,1.274601472286009,5.66,0.4422018016942118,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
882,8,97,train,0.5535793180865735,205.97,4.83563868000094,1.21,0.3165176058973742,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
883,8,98,train,0.5599302238830782,746.0,18.50992512421636,1.21,0.3155284696976388,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
884,8,99,train,0.0,2278.83,3.844895490630138,1.18,0.1467001880153517,True,0,STATION_KEEPING,4,pulsed,0.6686095789100478,0.01,1.0,1.0,60.0
885,8,100,train,0.5393183698436069,1472.29,2.6344756810874173,27.18,0.4415254321336506,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
886,8,101,train,0.5535096174669675,124.06,3.7965085444024,86.49,0.5706313299149701,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
887,8,102,train,0.6859611519969362,1101.97,7.550692428452465,1.21,0.3087543030612039,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
888,8,103,train,0.4403262406495248,202.89,4.821195094244034,1.58,0.4018430750266283,False,1,PHASE_ADJUSTMENT,2,continuous,0.1630598829843052,0.1,10.0,10.0,300.0
889,8,104,train,0.4260232356768801,8.22,7.33715656655454,152.46,0.4477376266120024,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
890,8,105,train,0.3458476078545974,9.18,1.2674378141298797,1.36,0.3406150257777849,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
891,8,106,train,0.4212153007759182,205.99,5.681639710140457,1.23,0.2623841530271401,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
892,8,107,train,0.4827535395434029,745.98,18.006990479816533,1.21,0.2596495445424763,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
893,8,108,train,0.0,2245.79,2.0899913063645,1.18,0.1244818684292047,False,0,STATION_KEEPING,4,pulsed,0.5591202705992473,0.01,1.0,1.0,60.0
894,8,109,train,0.4191173694793412,1464.6,14.51407600956755,1.39,0.3704940585265246,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
895,8,110,train,0.3183215621373828,99.81,3.7452854057726097,105.69,0.4009629016058798,False,1,COLLISION_AVOIDANCE,5,impulsive,0.1,0.1,5.0,5.0,120.0
896,8,111,train,0.467988274715908,1017.96,22.23398882362939,1.23,0.2559157481722374,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
897,8,112,train,0.3682695933799931,273.15000000000003,6.478971152295422,1.32,0.2898159330711814,False,1,PHASE_ADJUSTMENT,2,continuous,0.15832644423678643,0.1,10.0,10.0,300.0
898,9,1,train,2.2987449583986312,299.98,3.8413830576509143,1.24,1.1620670617098403,False,1,STATION_KEEPING,4,pulsed,0.6971937543434358,0.01,1.0,1.0,60.0
899,9,2,train,1.8487625819545743,299.96,3.108259679287733,1.25,1.0056670793412243,False,1,STATION_KEEPING,4,pulsed,0.6033197942383873,0.01,1.0,1.0,60.0
900,9,3,train,1.7147126353298388,299.96,9.260823139915122,1.26,0.8605053193495389,True,1,STATION_KEEPING,4,pulsed,0.5162343511841754,0.01,1.0,1.0,60.0
901,9,4,train,1.4461331658639138,299.95,5.767564042437723,1.26,0.728665833278888,False,1,STATION_KEEPING,4,pulsed,0.4371266333840049,0.01,1.0,1.0,60.0
902,9,5,train,1.094477298645309,299.95,6.620087518100302,1.27,0.5903447710931425,False,1,STATION_KEEPING,4,pulsed,0.35414782817877616,0.01,1.0,1.0,60.0
903,9,6,train,0.9975993129435664,299.96,1.2962881754185442,1.25,0.4679367141564157,False,1,STATION_KEEPING,4,pulsed,0.2807245935567169,0.01,1.0,1.0,60.0
904,9,7,train,1.7450263278670652,476.9,3.834256812367427,91.27,1.1208325604814486,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
905,9,8,train,1.5738218320593826,476.81,3.6877420770262654,91.31,0.95775068634408,True,1,STATION_KEEPING,4,pulsed,0.9133302095114416,0.01,1.0,1.0,60.0
906,9,9,train,1.2578030297873846,476.82,3.5483852601081294,91.29,0.8115666072420453,False,1,STATION_KEEPING,4,pulsed,0.7739423793303041,0.01,1.0,1.0,60.0
907,9,10,train,1.3110966145337004,476.88,4.31908607843976,91.28,0.6878404977291512,False,1,STATION_KEEPING,4,pulsed,0.6560347531141553,0.01,1.0,1.0,60.0
908,9,11,train,0.8216242901764071,476.85,3.566754507017834,91.28,0.5580095774925481,True,1,STATION_KEEPING,4,pulsed,0.5321737340546431,0.01,1.0,1.0,60.0
