file_name,ignition_time,ignition_confidence,is_maneuver,maneuver_probability,thrust_estimate,maneuver_type,maneuver_type_name,true_ignition_time,true_thrust,true_duration
01590_098_SN15_7bars_ramp4,-1.0,0.0,False,0.0,0.09824739983701064,0,短脉冲姿态修正,2021-10-14 10:00:01.000,0.016384669675098263,407.0
01591_099_SN15_7bars_onmod,1.19,1.0,False,0.42,0.009046668362838586,2,多脉冲调整,2021-10-14 12:00:01.000,0.00010259831229435475,78.4
01592_100_SN15_7bars_offmod,-1.0,0.0,False,0.0,0.09837485274280594,0,短脉冲姿态修正,2021-10-14 14:00:01.000,0.012620303110775683,760.0
01593_101_SN15_7bars_random_short,-1.0,0.0,False,0.0,0.09739518905264295,0,短脉冲姿态修正,2021-10-14 16:00:01.000,0.00938134593973134,143.42000000000002
01594_102_SN15_7bars_random_long,-1.0,0.0,False,0.0,0.09823281767713823,0,短脉冲姿态修正,2021-10-14 18:00:01.000,0.015628506787904478,516.0
01595_103_SN15_7bars_random_mixed,-1.0,0.0,False,0.0,0.09740977121251537,0,短脉冲姿态修正,2021-10-14 20:00:01.000,0.012789113077241914,113.74000000000001
01596_104_SN15_5bars_ramp1,-1.0,0.0,False,0.0,0.09740977121251537,0,短脉冲姿态修正,2021-10-15 06:00:01.000,0.007644292037284646,91.0
01597_105_SN15_5bars_ramp2,-1.0,0.0,False,0.0,0.09740977121251537,0,短脉冲姿态修正,2021-10-15 08:00:01.000,0.008594737923894364,19.0
01598_106_SN15_5bars_ramp3,-1.0,0.0,False,0.0,0.09740977121251537,0,短脉冲姿态修正,2021-10-15 10:00:01.000,0.01265436292094945,110.0
01599_107_SN15_5bars_ramp4,-1.0,0.0,False,0.0,0.09781977625467603,0,短脉冲姿态修正,2021-10-15 12:00:01.000,0.01230900850756855,407.0
01600_108_SN15_5bars_onmod,1.19,1.0,False,0.42,0.009300672749485409,2,多脉冲调整,2021-10-15 14:00:01.000,9.576516242293781e-05,80.95
01601_109_SN15_5bars_offmod,-1.0,0.0,False,0.0,0.0994564465605159,0,短脉冲姿态修正,2021-10-15 16:00:01.000,0.009854152073919847,760.0
01602_110_SN15_5bars_random_short,-1.0,0.0,False,0.0,0.09847924068090619,0,短脉冲姿态修正,2021-10-15 18:00:01.000,0.007652203150006502,144.27
01603_111_SN15_5bars_random_long,-1.0,0.0,False,0.0,0.0994564465605159,0,短脉冲姿态修正,2021-10-15 20:00:01.000,0.012356852711310172,505.0
01604_112_SN15_5bars_random_mixed,-1.0,0.0,False,0.0,0.09739518905264295,0,短脉冲姿态修正,2021-10-16 06:00:01.000,0.010818716262386105,135.59
01605_001_SN16_24bars_ssf,-1.0,0.0,False,0.0,1.2521629522874964,0,短脉冲姿态修正,2021-10-17 08:00:01.000,1.2938206823963125,300.0
01606_002_SN16_21bars_ssf,-1.0,0.0,False,0.0,1.1182554174586037,0,短脉冲姿态修正,2021-10-17 10:00:01.000,1.116223357502712,300.0
01607_003_SN16_18bars_ssf,-1.0,0.0,False,0.0,0.9501581911403659,0,短脉冲姿态修正,2021-10-17 12:00:01.000,0.9502541995722025,300.0
01608_004_SN16_15bars_ssf,-1.0,0.0,False,0.0,0.785126680259497,0,短脉冲姿态修正,2021-10-17 14:00:01.000,0.7903454211001263,300.0
01609_005_SN16_12bars_ssf,-1.0,0.0,False,0.0,0.646393532442409,0,短脉冲姿态修正,2021-10-17 16:00:01.000,0.6409540570750976,300.0
01610_006_SN16_9bars_ssf,-1.0,0.0,False,0.0,0.5081155519143767,0,短脉冲姿态修正,2021-10-17 18:00:01.000,0.5058630189314446,300.0
01611_007_SN16_24bars_health_check,1.18,1.0,True,1.0,0.7381463082166193,2,多脉冲调整,2021-10-17 20:00:01.000,0.6737732999886538,91.35000000000001
01612_008_SN16_21bars_health_check,1.18,1.0,True,1.0,0.6625125999212302,2,多脉冲调整,2021-10-18 06:00:01.000,0.6062880433416428,91.35000000000001
01613_009_SN16_18bars_health_check,1.18,1.0,True,1.0,0.5237373160428794,2,多脉冲调整,2021-10-18 08:00:01.000,0.5058032714573949,91.35000000000001
01614_010_SN16_15bars_health_check,1.18,1.0,True,1.0,0.4325917168730393,2,多脉冲调整,2021-10-18 10:00:01.000,0.42257097649641234,91.35000000000001
01615_011_SN16_12bars_health_check,1.18,1.0,True,1.0,0.35729931683550475,2,多脉冲调整,2021-10-18 12:00:01.000,0.3304502267353006,91.35000000000001
01616_012_SN16_9bars_health_check,1.18,1.0,True,1.0,0.27961326876159887,2,多脉冲调整,2021-10-18 14:00:01.000,0.2706697731091476,91.35000000000001
01617_013_SN16_24bars_ramp1,-1.0,0.0,False,0.0,0.8145820855384622,0,短脉冲姿态修正,2021-10-18 16:00:01.000,0.693361284762889,91.0
01618_014_SN16_24bars_ramp2,-1.0,0.0,False,0.0,0.793086717280064,0,短脉冲姿态修正,2021-10-18 18:00:01.000,0.7224094839474308,19.0
01619_015_SN16_24bars_ramp3,-1.0,0.0,False,0.0,1.212801422763776,0,短脉冲姿态修正,2021-10-18 20:00:01.000,1.203374689738991,110.0
01620_016_SN16_24bars_ramp4,-1.0,0.0,False,0.0,1.1995494429900824,0,短脉冲姿态修正,2021-10-19 06:00:01.000,1.1934287532624042,407.0
01621_017_SN16_24bars_onmod,3.88,1.0,True,1.0,0.0220082769943122,2,多脉冲调整,2021-10-19 08:00:01.000,0.000960919398076651,78.5
01622_018_SN16_24bars_offmod,-1.0,0.0,False,0.0,0.9365087834689149,0,短脉冲姿态修正,2021-10-19 10:00:01.000,0.8921414275522551,760.0
01623_019_SN16_24bars_random_short,-1.0,0.0,False,0.0,0.71973359884601,0,短脉冲姿态修正,2021-10-19 12:00:01.000,0.6426969211788864,144.65
01624_020_SN16_24bars_random_long,-1.0,0.0,False,0.0,1.1600365222687619,0,短脉冲姿态修正,2021-10-19 14:00:01.000,1.1691304200615533,618.0
01625_021_SN16_24bars_random_mixed,-1.0,0.0,False,0.0,0.9861859216494228,0,短脉冲姿态修正,2021-10-19 16:00:01.000,1.0155944278515443,139.97
01626_022_SN16_21bars_ramp1,-1.0,0.0,False,0.0,0.62245904684012,0,短脉冲姿态修正,2021-10-19 18:00:01.000,0.5627096243385481,91.0
01627_023_SN16_21bars_ramp2,-1.0,0.0,False,0.0,0.6117794494096274,0,短脉冲姿态修正,2021-10-19 20:00:01.000,0.6373386070711277,19.0
01628_024_SN16_21bars_ramp3,-1.0,0.0,False,0.0,0.9954564872892183,0,短脉冲姿态修正,2021-10-20 06:00:01.000,1.0049013527587036,110.0
01629_025_SN16_21bars_ramp4,-1.0,0.0,False,0.0,0.9969998581716183,0,短脉冲姿态修正,2021-10-20 08:00:01.000,0.983803747718982,407.0
01630_026_SN16_21bars_onmod,1.21,1.0,True,1.0,0.010540186050493111,2,多脉冲调整,2021-10-20 10:00:01.000,0.000951092448378178,80.37
01631_027_SN16_21bars_offmod,-1.0,0.0,False,0.0,0.7662581650389015,0,短脉冲姿态修正,2021-10-20 12:00:01.000,0.7322931251028044,760.0
01632_028_SN16_21bars_random_short,-1.0,0.0,False,0.0,0.6024381336378996,0,短脉冲姿态修正,2021-10-20 14:00:01.000,0.5383884914098662,146.66
01633_029_SN16_21bars_random_long,-1.0,0.0,False,0.0,0.9297532998808496,0,短脉冲姿态修正,2021-10-20 16:00:01.000,0.9495445992503511,479.0
01634_030_SN16_21bars_random_mixed,-1.0,0.0,False,0.0,0.8046459102499955,0,短脉冲姿态修正,2021-10-20 18:00:01.000,0.8575047729706253,177.32
01635_031_SN16_18bars_ramp1,-1.0,0.0,False,0.0,0.5209380620447694,0,短脉冲姿态修正,2021-10-20 20:00:01.000,0.4682898754143096,91.0
01636_032_SN16_18bars_ramp2,-1.0,0.0,False,0.0,0.517273036234723,0,短脉冲姿态修正,2021-10-21 06:00:01.000,0.48135299342434523,19.0
01637_033_SN16_18bars_ramp3,-1.0,0.0,False,0.0,0.7677653510520287,0,短脉冲姿态修正,2021-10-21 08:00:01.000,0.8137408325097841,110.0
01638_034_SN16_18bars_ramp4,-1.0,0.0,False,0.0,0.8229657585742491,0,短脉冲姿态修正,2021-10-21 10:00:01.000,0.8053449673024617,407.0
01639_035_SN16_18bars_onmod,1.21,1.0,True,1.0,0.0030535789778509377,2,多脉冲调整,2021-10-21 12:00:01.000,0.0008413749940772133,78.7
01640_036_SN16_18bars_offmod,-1.0,0.0,False,0.0,0.6246353199280426,0,短脉冲姿态修正,2021-10-21 14:00:01.000,0.6034489255804951,760.0
01641_037_SN16_18bars_random_short,-1.0,0.0,False,0.0,0.4966366961726563,0,短脉冲姿态修正,2021-10-21 16:00:01.000,0.43593874426931783,144.62
01642_038_SN16_18bars_random_long,-1.0,0.0,False,0.0,0.7332600995680797,0,短脉冲姿态修正,2021-10-21 18:00:01.000,0.7770930893427448,444.0
01643_039_SN16_18bars_random_mixed,-1.0,0.0,False,0.0,0.6248211433925254,0,短脉冲姿态修正,2021-10-21 20:00:01.000,0.6938001106736966,165.63
01644_040_SN16_24bars_ssf,-1.0,0.0,False,0.0,1.1150383052655628,0,短脉冲姿态修正,2021-10-22 06:00:01.000,1.1108585556381854,300.0
01645_041_SN16_21bars_ssf,-1.0,0.0,False,0.0,0.9533407765521522,0,短脉冲姿态修正,2021-10-22 08:00:01.000,0.9853553475387576,300.0
01646_042_SN16_18bars_ssf,-1.0,0.0,False,0.0,0.8090376239319198,0,短脉冲姿态修正,2021-10-22 10:00:01.000,0.8173935923248128,300.0
01647_043_SN16_15bars_ssf,-1.0,0.0,False,0.0,0.680261625698535,0,短脉冲姿态修正,2021-10-22 12:00:01.000,0.6767529611522841,300.0
01648_044_SN16_12bars_ssf,-1.0,0.0,False,0.0,0.5569585651898546,0,短脉冲姿态修正,2021-10-22 14:00:01.000,0.551004863640689,300.0
01649_045_SN16_9bars_ssf,-1.0,0.0,False,0.0,0.43756599615317926,0,短脉冲姿态修正,2021-10-22 16:00:01.000,0.43631410306997304,300.0
01650_046_SN16_24bars_health_check,1.18,1.0,True,1.0,0.6573013130945575,2,多脉冲调整,2021-10-22 18:00:01.000,0.6176013972145693,91.35000000000001
01651_047_SN16_21bars_health_check,1.18,1.0,True,1.0,0.5423073077439422,2,多脉冲调整,2021-10-22 20:00:01.000,0.5171793622902456,91.35000000000001
01652_048_SN16_18bars_health_check,1.18,1.0,True,1.0,0.4446065043344317,2,多脉冲调整,2021-10-23 06:00:01.000,0.44437252856067566,91.35000000000001
01653_049_SN16_15bars_health_check,1.18,1.0,True,1.0,0.37755879190325276,2,多脉冲调整,2021-10-23 08:00:01.000,0.36552851544497145,91.35000000000001
01654_050_SN16_12bars_health_check,1.18,1.0,True,1.0,0.30232293248943753,2,多脉冲调整,2021-10-23 10:00:01.000,0.29604028707723434,91.35000000000001
01655_051_SN16_9bars_health_check,1.18,1.0,True,1.0,0.23778150029614978,2,多脉冲调整,2021-10-23 12:00:01.000,0.23755828776906796,91.35000000000001
01656_052_SN16_15bars_ramp1,-1.0,0.0,False,0.0,0.41775466215618406,0,短脉冲姿态修正,2021-10-23 14:00:01.000,0.36657234014369233,91.0
01657_053_SN16_15bars_ramp2,-1.0,0.0,False,0.0,0.3972568656819297,0,短脉冲姿态修正,2021-10-23 16:00:01.000,0.39523240691626094,19.0
01658_054_SN16_15bars_ramp3,-1.0,0.0,False,0.0,0.6020389740640455,0,短脉冲姿态修正,2021-10-23 18:00:01.000,0.6407214459475068,110.0
01659_055_SN16_15bars_ramp4,-1.0,0.0,False,0.0,0.6438850505981284,0,短脉冲姿态修正,2021-10-23 20:00:01.000,0.6335352708176251,407.0
01660_056_SN16_15bars_onmod,5.78,1.0,True,1.0,0.001943652268601619,2,多脉冲调整,2021-10-24 06:00:01.000,0.0004027783723234038,79.21000000000001
01661_057_SN16_15bars_offmod,-1.0,0.0,False,0.0,0.5131426641954205,0,短脉冲姿态修正,2021-10-24 08:00:01.000,0.47044798985221725,760.0
01662_058_SN16_15bars_random_short,-1.0,0.0,False,0.0,0.4104144177292651,0,短脉冲姿态修正,2021-10-24 10:00:01.000,0.3428725193544154,147.56
01663_059_SN16_15bars_random_long,-1.0,0.0,False,0.0,0.5605122559227693,0,短脉冲姿态修正,2021-10-24 12:00:01.000,0.6201548768238286,516.0
01664_060_SN16_15bars_random_mixed,-1.0,0.0,False,0.0,0.5082375891119293,0,短脉冲姿态修正,2021-10-24 14:00:01.000,0.5240209705251611,119.94
01665_061_SN16_12bars_ramp1,-1.0,0.0,False,0.0,0.3366837020727893,0,短脉冲姿态修正,2021-10-24 16:00:01.000,0.287465228430508,91.0
01666_062_SN16_12bars_ramp2,-1.0,0.0,False,0.0,0.33098176840073895,0,短脉冲姿态修正,2021-10-24 18:00:01.000,0.3068253952748376,19.0
01667_063_SN16_12bars_ramp3,-1.0,0.0,False,0.0,0.48762225463154674,0,短脉冲姿态修正,2021-10-24 20:00:01.000,0.5191003748143803,110.0
01668_064_SN16_12bars_ramp4,-1.0,0.0,False,0.0,0.4923653336998454,0,短脉冲姿态修正,2021-10-25 06:00:01.000,0.501794836613844,407.0
01669_065_SN16_12bars_onmod,1.22,1.0,True,1.0,0.0012941826678273501,2,多脉冲调整,2021-10-25 08:00:01.000,0.0004061670496611532,78.72
01670_066_SN16_12bars_offmod,-1.0,0.0,False,0.0,0.39815881124791325,0,短脉冲姿态修正,2021-10-25 10:00:01.000,0.3747934952244979,760.0
01671_067_SN16_12bars_random_short,-1.0,0.0,False,0.0,0.32064409824325113,0,短脉冲姿态修正,2021-10-25 12:00:01.000,0.27558578828585195,146.47
01672_068_SN16_12bars_random_long,-1.0,0.0,False,0.0,0.45977897828143116,0,短脉冲姿态修正,2021-10-25 14:00:01.000,0.4917435387781649,528.0
01673_069_SN16_12bars_random_mixed,-1.0,0.0,False,0.0,0.38042353184924954,0,短脉冲姿态修正,2021-10-25 16:00:01.000,0.4156771625799125,106.31
01674_070_SN16_9bars_ramp1,-1.0,0.0,False,0.0,0.29945073871779754,0,短脉冲姿态修正,2021-10-25 18:00:01.000,0.21869961829856474,91.0
01675_071_SN16_9bars_ramp2,-1.0,0.0,False,0.0,0.22629413562047554,0,短脉冲姿态修正,2021-10-25 20:00:01.000,0.236176131148415,19.0
01676_072_SN16_9bars_ramp3,-1.0,0.0,False,0.0,0.34388321861992743,0,短脉冲姿态修正,2021-10-26 06:00:01.000,0.39386482435674497,110.0
01677_073_SN16_9bars_ramp4,-1.0,0.0,False,0.0,0.36895067278905785,0,短脉冲姿态修正,2021-10-26 08:00:01.000,0.3859878367725761,407.0
01678_074_SN16_9bars_onmod,1.21,1.0,True,1.0,0.0006279883919692157,2,多脉冲调整,2021-10-26 10:00:01.000,0.0002492058258816765,79.23
01679_075_SN16_9bars_offmod,-1.0,0.0,False,0.0,0.28863106735080785,0,短脉冲姿态修正,2021-10-26 12:00:01.000,0.2883910461737748,760.0
01680_076_SN16_9bars_random_short,-1.0,0.0,False,0.0,0.2603009836527024,0,短脉冲姿态修正,2021-10-26 14:00:01.000,0.2108591383037256,148.86
01681_077_SN16_9bars_random_long,-1.0,0.0,False,0.0,0.36647809374352164,0,短脉冲姿态修正,2021-10-26 16:00:01.000,0.379999034815443,488.0
01682_078_SN16_9bars_random_mixed,-1.0,0.0,False,0.0,0.31428475048010135,0,短脉冲姿态修正,2021-10-26 18:00:01.000,0.32079393274868506,125.25
01683_079_SN16_24bars_ssf,-1.0,0.0,False,0.0,1.0012240025178563,0,短脉冲姿态修正,2021-10-26 20:00:01.000,1.0003761685647716,300.0
01684_080_SN16_21bars_ssf,-1.0,0.0,False,0.0,0.8657293568163648,0,短脉冲姿态修正,2021-10-27 06:00:01.000,0.8641516899410715,300.0
01685_081_SN16_18bars_ssf,-1.0,0.0,False,0.0,0.7397622657848018,0,短脉冲姿态修正,2021-10-27 08:00:01.000,0.7332097353334673,300.0
01686_082_SN16_15bars_ssf,-1.0,0.0,False,0.0,0.7578430094436035,0,短脉冲姿态修正,2021-10-27 10:00:01.000,0.6116111447838493,300.0
01687_083_SN16_12bars_ssf,-1.0,0.0,False,0.0,0.4985176864307367,0,短脉冲姿态修正,2021-10-27 12:00:01.000,0.49772201005665373,300.0
01688_084_SN16_9bars_ssf,-1.0,0.0,False,0.0,0.39464171292095634,0,短脉冲姿态修正,2021-10-27 14:00:01.000,0.39313825076460013,300.0
01689_085_SN16_24bars_health_check,1.18,1.0,True,1.0,0.560275425031178,2,多脉冲调整,2021-10-27 16:00:01.000,0.5320724667471984,91.35000000000001
01690_086_SN16_21bars_health_check,1.18,1.0,True,1.0,0.47885976318400486,2,多脉冲调整,2021-10-27 18:00:01.000,0.4639896508465399,91.35000000000001
01691_087_SN16_18bars_health_check,1.18,1.0,True,1.0,0.3989175610872694,2,多脉冲调整,2021-10-27 20:00:01.000,0.39384300329308175,91.35000000000001
01692_088_SN16_15bars_health_check,1.18,1.0,True,1.0,0.3390402226447747,2,多脉冲调整,2021-10-28 06:00:01.000,0.32955055544028705,91.35000000000001
01693_089_SN16_12bars_health_check,1.18,1.0,True,1.0,0.2782294308920103,2,多脉冲调整,2021-10-28 08:00:01.000,0.20116674129579745,91.35000000000001
01694_090_SN16_9bars_health_check,1.18,1.0,True,1.0,0.2131744785314828,2,多脉冲调整,2021-10-28 10:00:01.000,0.21187108713105102,91.35000000000001
01695_091_SN16_7bars_ssf,-1.0,0.0,False,0.0,0.31985156993177954,0,短脉冲姿态修正,2021-10-28 12:00:01.000,0.3278164831957685,300.0
01696_092_SN16_5bars_ssf,-1.0,0.0,False,0.0,0.2607503384544417,0,短脉冲姿态修正,2021-10-28 14:00:01.000,0.2719399627570549,300.0
01697_093_SN16_7bars_health_check,1.18,1.0,True,1.0,0.18322721847085802,2,多脉冲调整,2021-10-28 16:00:01.000,0.17423771297414375,91.35000000000001
01698_094_SN16_5bars_health_check,1.19,1.0,True,1.0,0.1448827710494627,2,多脉冲调整,2021-10-28 18:00:01.000,0.1466607468920994,91.35000000000001
01699_095_SN16_7bars_ramp1,-1.0,0.0,False,0.0,0.21330095191294188,0,短脉冲姿态修正,2021-10-28 20:00:01.000,0.17809057238598952,91.0
01700_096_SN16_7bars_ramp2,-1.0,0.0,False,0.0,0.2003324080999679,0,短脉冲姿态修正,2021-11-01 06:00:01.000,0.17410139146792544,19.0
01701_097_SN16_7bars_ramp3,-1.0,0.0,False,0.0,0.2731331488559878,0,短脉冲姿态修正,2021-11-01 08:00:01.000,0.31781059039863213,110.0
01702_098_SN16_7bars_ramp4,-1.0,0.0,False,0.0,0.3234027500584491,0,短脉冲姿态修正,2021-11-01 10:00:01.000,0.3090537092207501,407.0
01703_099_SN16_7bars_onmod,1.21,1.0,True,1.0,0.0014637116780591719,2,多脉冲调整,2021-11-01 12:00:01.000,0.00017046460067983346,78.4
01704_100_SN16_7bars_offmod,-1.0,0.0,False,0.0,0.24264643116408674,0,短脉冲姿态修正,2021-11-01 14:00:01.000,0.18947900619659075,760.0
01705_101_SN16_7bars_random_short,-1.0,0.0,False,0.0,0.2056322763139175,0,短脉冲姿态修正,2021-11-01 16:00:01.000,0.16365243520441017,143.42000000000002
01706_102_SN16_7bars_random_long,-1.0,0.0,False,0.0,0.265003803376082,0,短脉冲姿态修正,2021-11-01 18:00:01.000,0.3018122626934509,516.0
01707_103_SN16_7bars_random_mixed,-1.0,0.0,False,0.0,0.23108499887697595,0,短脉冲姿态修正,2021-11-01 20:00:01.000,0.25576869850974293,113.74000000000001
01708_104_SN16_5bars_ramp1,-1.0,0.0,False,0.0,0.1748646853777498,0,短脉冲姿态修正,2021-11-02 06:00:01.000,0.14255242906862808,91.0
01709_105_SN16_5bars_ramp2,-1.0,0.0,False,0.0,0.1531138277821922,0,短脉冲姿态修正,2021-11-02 08:00:01.000,0.14947722420250717,19.0
01710_106_SN16_5bars_ramp3,-1.0,0.0,False,0.0,0.2514558429083484,0,短脉冲姿态修正,2021-11-02 10:00:01.000,0.2516752149212415,110.0
01711_107_SN16_5bars_ramp4,-1.0,0.0,False,0.0,0.24247883718105098,0,短脉冲姿态修正,2021-11-02 12:00:01.000,0.2531950478830462,407.0
01712_108_SN16_5bars_onmod,1.21,1.0,True,1.0,0.0017308922121793268,2,多脉冲调整,2021-11-02 14:00:01.000,0.00031949043767772134,80.95
01713_109_SN16_5bars_offmod,-1.0,0.0,False,0.0,0.19383272839353413,0,短脉冲姿态修正,2021-11-02 16:00:01.000,0.18587699824299322,760.0
01714_110_SN16_5bars_random_short,-1.0,0.0,False,0.0,0.14560054107157402,0,短脉冲姿态修正,2021-11-02 18:00:01.000,0.10036853504833995,144.27
01715_111_SN16_5bars_random_long,-1.0,0.0,False,0.0,0.22468832324385396,0,短脉冲姿态修正,2021-11-02 20:00:01.000,0.22552728192267718,505.0
01716_112_SN16_5bars_random_mixed,-1.0,0.0,False,0.0,0.20830001518150854,0,短脉冲姿态修正,2021-11-03 06:00:01.000,0.1911370499542451,135.59
01717_001_SN17_24bars_ssf,-1.0,0.0,False,0.0,1.214805546092323,0,短脉冲姿态修正,2021-11-04 08:00:01.000,1.2677346097487174,300.0
01718_002_SN17_21bars_ssf,-1.0,0.0,False,0.0,1.0879278395134708,0,短脉冲姿态修正,2021-11-04 10:00:01.000,1.0883020634861515,300.0
01719_003_SN17_18bars_ssf,-1.0,0.0,False,0.0,0.9190403167725862,0,短脉冲姿态修正,2021-11-04 12:00:01.000,0.9182375293458908,300.0
01720_004_SN17_15bars_ssf,-1.0,0.0,False,0.0,0.7572090801426752,0,短脉冲姿态修正,2021-11-04 14:00:01.000,0.7597103391392692,300.0
01721_005_SN17_12bars_ssf,-1.0,0.0,False,0.0,0.6905828898660542,0,短脉冲姿态修正,2021-11-04 16:00:01.000,0.6112203296690785,300.0
01722_006_SN17_9bars_ssf,-1.0,0.0,False,0.0,0.4764242393434754,0,短脉冲姿态修正,2021-11-04 18:00:01.000,0.4754023443105275,300.0
01723_007_SN17_24bars_health_check,1.16,1.0,True,1.0,0.7511526953177095,2,多脉冲调整,2021-11-04 20:00:01.000,0.7338015132247895,91.35000000000001
01724_008_SN17_21bars_health_check,1.16,1.0,True,1.0,0.5816058708489232,2,多脉冲调整,2021-11-05 06:00:01.000,0.6157836747444367,91.35000000000001
01725_009_SN17_18bars_health_check,1.16,1.0,True,1.0,0.49549191895852984,2,多脉冲调整,2021-11-05 08:00:01.000,0.5223004214634872,91.35000000000001
01726_010_SN17_15bars_health_check,1.16,1.0,True,1.0,0.4181157022200107,2,多脉冲调整,2021-11-05 10:00:01.000,0.424839513515213,91.35000000000001
01727_011_SN17_12bars_health_check,1.16,1.0,True,1.0,0.3331120421453435,2,多脉冲调整,2021-11-05 12:00:01.000,0.34101247164436693,91.35000000000001
01728_012_SN17_9bars_health_check,1.16,1.0,True,1.0,0.25097797227281965,2,多脉冲调整,2021-11-05 14:00:01.000,0.27144047577188957,91.35000000000001
01729_013_SN17_24bars_ramp1,-1.0,0.0,False,0.0,0.7812303929897889,0,短脉冲姿态修正,2021-11-05 16:00:01.000,0.7273414241586185,91.0
01730_014_SN17_24bars_ramp2,-1.0,0.0,False,0.0,0.7552872510931157,0,短脉冲姿态修正,2021-11-05 18:00:01.000,0.708247824054979,19.0
01731_015_SN17_24bars_ramp3,-1.0,0.0,False,0.0,1.174696094089184,0,短脉冲姿态修正,2021-11-05 20:00:01.000,1.1966945860195737,110.0
01732_016_SN17_24bars_ramp4,-1.0,0.0,False,0.0,1.1571585475083697,0,短脉冲姿态修正,2021-11-06 06:00:01.000,1.1638438150243948,407.0
01733_017_SN17_24bars_onmod,3.86,1.0,True,1.0,0.003675227611377022,2,多脉冲调整,2021-11-06 08:00:01.000,0.006838488266743624,78.5
01734_018_SN17_24bars_offmod,-1.0,0.0,False,0.0,0.909111421562542,0,短脉冲姿态修正,2021-11-06 10:00:01.000,0.8903323496176507,760.0
01735_019_SN17_24bars_random_short,-1.0,0.0,False,0.0,0.659254838311538,0,短脉冲姿态修正,2021-11-06 12:00:01.000,0.659303054992243,144.65
01736_020_SN17_24bars_random_long,-1.0,0.0,False,0.0,1.1207532328172267,0,短脉冲姿态修正,2021-11-06 14:00:01.000,1.131796579629975,618.0
01737_021_SN17_24bars_random_mixed,-1.0,0.0,False,0.0,0.9428026885477173,0,短脉冲姿态修正,2021-11-06 16:00:01.000,0.9896353664567995,139.97
01738_022_SN17_21bars_ramp1,-1.0,0.0,False,0.0,0.6441109849416816,0,短脉冲姿态修正,2021-11-06 18:00:01.000,0.5857880171193712,91.0
01739_023_SN17_21bars_ramp2,-1.0,0.0,False,0.0,0.5889015202876411,0,短脉冲姿态修正,2021-11-06 20:00:01.000,0.5849349094751504,19.0
01740_024_SN17_21bars_ramp3,-1.0,0.0,False,0.0,0.9377406127446024,0,短脉冲姿态修正,2021-11-07 06:00:01.000,0.9677598191689633,110.0
01741_025_SN17_21bars_ramp4,-1.0,0.0,False,0.0,0.951525771946726,0,短脉冲姿态修正,2021-11-07 08:00:01.000,0.9612652859727284,407.0
01742_026_SN17_21bars_onmod,1.18,1.0,True,1.0,0.010936189903930199,2,多脉冲调整,2021-11-07 10:00:01.000,0.006425952853738578,80.37
01743_027_SN17_21bars_offmod,-1.0,0.0,False,0.0,0.7345103247391173,0,短脉冲姿态修正,2021-11-07 12:00:01.000,0.7269142691085624,760.0
01744_028_SN17_21bars_random_short,-1.0,0.0,False,0.0,0.5696106694839821,0,短脉冲姿态修正,2021-11-07 14:00:01.000,0.31284890544191396,146.66
01745_029_SN17_21bars_random_long,-1.0,0.0,False,0.0,0.89102427913156,0,短脉冲姿态修正,2021-11-07 16:00:01.000,0.9285689875748938,479.0
01746_030_SN17_21bars_random_mixed,-1.0,0.0,False,0.0,0.7990119264236304,0,短脉冲姿态修正,2021-11-07 18:00:01.000,0.8526388018835045,177.32
01747_031_SN17_18bars_ramp1,-1.0,0.0,False,0.0,0.526472869512393,0,短脉冲姿态修正,2021-11-07 20:00:01.000,0.46916531904609665,91.0
01748_032_SN17_18bars_ramp2,-1.0,0.0,False,0.0,0.4609443685999255,0,短脉冲姿态修正,2021-11-08 06:00:01.000,0.5125585370937581,19.0
01749_033_SN17_18bars_ramp3,-1.0,0.0,False,0.0,0.7494227001963496,0,短脉冲姿态修正,2021-11-08 08:00:01.000,0.7894133166220443,110.0
01750_034_SN17_18bars_ramp4,-1.0,0.0,False,0.0,0.7801530107078518,0,短脉冲姿态修正,2021-11-08 10:00:01.000,0.7824056805676067,407.0
01751_035_SN17_18bars_onmod,1.19,1.0,True,1.0,0.0029248415267017942,2,多脉冲调整,2021-11-08 12:00:01.000,0.004705695751435383,78.7
01752_036_SN17_18bars_offmod,-1.0,0.0,False,0.0,0.5805677852629654,0,短脉冲姿态修正,2021-11-08 14:00:01.000,0.5955643280637061,760.0
01753_037_SN17_18bars_random_short,-1.0,0.0,False,0.0,0.43154598758236623,0,短脉冲姿态修正,2021-11-08 16:00:01.000,0.45115924985378664,144.62
01754_038_SN17_18bars_random_long,-1.0,0.0,False,0.0,0.723173814432062,0,短脉冲姿态修正,2021-11-08 18:00:01.000,0.7610998959648363,444.0
01755_039_SN17_18bars_random_mixed,-1.0,0.0,False,0.0,0.6747545991435117,0,短脉冲姿态修正,2021-11-08 20:00:01.000,0.6895107837272406,165.63
01756_040_SN17_24bars_ssf,-1.0,0.0,False,0.0,1.0810612771201222,0,短脉冲姿态修正,2021-11-09 06:00:01.000,1.0849352630507507,300.0
01757_041_SN17_21bars_ssf,-1.0,0.0,False,0.0,0.9292042043250001,0,短脉冲姿态修正,2021-11-09 08:00:01.000,0.9316879787348837,300.0
01758_042_SN17_18bars_ssf,-1.0,0.0,False,0.0,0.7837674779266127,0,短脉冲姿态修正,2021-11-09 10:00:01.000,0.7897417079383711,300.0
